No,TI024111,TI024114,PI024111,PI024114,PDI024112,FI024117,ZI024113,TI024202,TI024207,TI024208,PI024202,PI024207,PI024208,FI024202,FI024208,TI024301,PI02001A,FI02001A,SI0201,TIA024500A,TIA024501A,TIA024502A,TIA024503A,TIA024504A,TIA024505A,TIA024506A,TIA024507A,TIA024508A,TIA024509A,TIA024510A,TIA024511A,TIA024512A,TIA024513A,TIA024514A,TIA024515A,VIA024502X,VIA024502Y,VIA024503X,VIA024503Y,VIA024506X,VIA024506Y,VIA024507X,VIA024507Y,VIA024508X,VIA024508Y,VIA024511X,VIA024511Y,VIA024514X,VIA024514Y,VIA024515X,VIA024515Y,ZIA024503A,ZIA024503B,ZIA024504A,ZIA024504B,ZIA024512A,ZIA024512B,K024504,K024515,II024501,II024502,SI024402,SI024403,SI024404,SI024405,SI024406
52,13.73,84.41,96.86,0.6,7.19,194145.4,37.74,4596,251.07,29.86,0.58,6.76,6.77,139130.4,75841.57,58.48,8.59,0,4597,71.48,54.82,69.4,52.08,63.25,58.56,53.36,68.77,56.54,78.11,53.28,55.81,52.81,53.65,80.42,57.42,38.49,49.14,48.53,59.42,6.68,10.88,9.36,8.21,9.24,13.21,15.17,17.66,17.93,20.49,15.77,19.52,-0.31,-0.31,-0.48,-0.41,0.29,0.31,11561.24,4602.25,0,0,4596,4596,4595,4594,4595
53,14.24,84.52,96.77,0.6,6.82,199629.5,38.45,4601,244.92,30.03,0.58,6.83,6.84,140931.8,75422.84,58.45,8.95,0,4601,71.52,54.79,69.62,52.04,63.43,59,53.43,68.56,56.58,78.15,53.39,55.99,53.14,53.91,80.35,57.61,37.54,51.99,49.29,60,6.87,10.31,9.93,9.36,8.87,12.08,15.17,17.28,19.9,19.31,14.59,19.32,-0.31,-0.31,-0.47,-0.41,0.29,0.31,11557.58,4602.27,0,0,4601,4601,4601,4601,4601
54,15.1,84.6,96.74,0.6,7.31,196923.8,40.41,4602,249.46,30.15,0.58,6.82,6.82,141100.7,75407.58,58.45,8.92,3.33,4602,71.48,54.93,69.65,52,63.43,59.11,53.61,68.59,56.62,78.15,53.54,56.1,53.5,53.98,80.46,57.68,37.54,47.23,50.81,60,6.87,11.07,9.74,8.98,9.24,13.02,15.17,17.47,21.28,23.84,15.77,21.89,-0.3,-0.31,-0.48,-0.41,0.28,0.3,11561.14,4603.59,0,0,4602,4602,4601,4602,4602
55,15.44,84.92,96.65,0.6,7.25,201069,39.87,4606,255.84,30.37,0.58,6.82,6.83,142472.1,75791.19,58.56,9.05,0,4608,71.56,55.04,69.84,52.15,63.43,59.25,53.69,68.59,56.84,78.26,53.72,56.32,53.54,54.13,80.2,57.83,37.54,47.8,57.47,68.76,6.49,10.31,9.74,9.55,9.05,13.59,15.36,17.47,27.2,19.9,13.4,18.14,-0.3,-0.3,-0.48,-0.4,0.28,0.3,11573.65,4607.15,0,0,4606,4606,4608,4607,4606
56,16.02,85.47,96.62,0.6,7.15,197966.1,39.5,4610,248,30.42,0.58,6.74,6.74,141323.8,75106.04,58.59,8.53,0,4611,71.59,55.12,69.87,52.37,63.32,59.44,53.8,68.59,56.91,78.37,53.76,56.36,53.76,54.2,80.49,57.83,36.97,48.57,51.38,65.33,6.68,11.07,9.55,9.93,9.43,13.4,15.36,17.85,19.31,21.87,16.36,21.69,-0.3,-0.3,-0.49,-0.4,0.28,0.3,11581.25,4610.03,0,0,4610,4610,4610,4610,4610
57,11.06,85.62,96.68,0.61,7.37,200016,41.77,4574,252.1,28.17,0.58,6.71,6.71,141814.4,75069.11,57.72,8.99,0,4576,71.34,54.24,69.07,51.2,63.25,58.48,52.63,69.21,55.77,78.08,52.77,55.44,52.48,52.92,79.83,57.06,37.54,50.28,54.43,56.57,8.02,10.31,9.36,9.55,11.13,13.97,15.55,19.2,22.07,17.93,15.37,21.69,-0.32,-0.32,-0.49,-0.4,0.29,0.31,11493.55,4575.08,0,0,4574,4574,4575,4575,4575
58,12.57,86.32,96.68,0.61,7.32,201462.7,39.45,4611,251.66,28.66,0.58,6.79,6.8,141268.9,76845.84,57.86,8.95,0,4611,71.59,54.38,68.99,51.45,63.28,58.63,53.03,69.1,56.03,77.97,52.73,55.44,52.73,53.14,80.24,57.17,36.97,47.23,49.67,55.62,6.68,10.88,10.31,10.51,11.32,14.35,15.36,19.2,27.59,18.92,13.21,20.11,-0.31,-0.31,-0.49,-0.4,0.29,0.31,11586.65,4612.21,0,0,4611,4612,4611,4612,4611
59,13.83,85.69,96.62,0.61,7.29,200536.3,43.53,4606,236.5,28.86,0.58,6.75,6.76,141362.9,78347.52,58.19,8.87,0,4606,71.38,54.64,69.51,51.53,63.28,59.03,53.06,68.99,56.07,78.08,52.92,55.7,53.17,53.28,79.87,57.39,36.2,45.52,48.34,57.52,6.87,10.12,10.31,11.08,11.32,15.1,15.55,19.39,22.66,20.89,13.6,19.52,-0.31,-0.31,-0.49,-0.4,0.28,0.3,11572.08,4606.34,0,0,4606,4606,4606,4606,4606
60,16.47,86.87,96.48,0.61,7.16,200920.9,43.53,4616,215.41,29.66,0.58,6.86,6.87,140995.9,76750.85,58.56,8.66,0,4616,71.74,54.86,69.84,51.89,63.43,59.51,53.58,68.59,56.76,78.26,53.36,56.03,53.69,53.98,79.83,57.79,38.11,46.66,46.81,56.19,6.87,11.07,11.08,10.12,10.75,13.4,15.36,18.62,25.42,24.63,14.59,21.89,-0.3,-0.3,-0.48,-0.4,0.27,0.29,11596.8,4616.21,0,0,4616,4616,4616,4616,4616
61,17.76,86.76,96.33,0.61,7.17,202950.5,46.24,4574,230.13,29.74,0.58,6.73,6.74,142261.7,76248.08,58.52,8.95,3.48,4573,71.63,55.08,70.02,52,63.28,59.84,53.58,68.41,56.73,78.26,53.5,56.25,53.5,54.09,80.13,57.86,35.82,47.8,48.34,55.43,6.87,10.5,10.51,9.17,10.56,13.4,15.74,19.77,25.03,18.92,15.57,23.86,-0.29,-0.3,-0.49,-0.4,0.28,0.3,11491.02,4574.11,0,0,4574,4575,4574,4574,4574
62,19.1,87.89,96.24,0.61,6.73,200312.2,45.78,4610,249.1,30.44,0.58,6.79,6.8,137662.2,75186.51,58.56,8.42,0,4611,71.63,55.33,70.68,52.33,63.35,59.8,54.16,68.3,57.39,78.44,54.05,56.73,54.16,54.6,80.35,58.15,37.73,51.8,48.15,57.52,6.49,11.07,10.31,9.55,10.94,16.8,15.36,19.77,19.31,18.72,13.01,20.31,-0.29,-0.29,-0.49,-0.4,0.27,0.3,11581.81,4610.38,0,0,4610,4610,4610,4610,4610
63,19.64,87.45,96.21,0.61,6.83,201703.1,45.36,4589,189.7,30.66,0.58,6.77,6.77,142232.3,76437.96,59.22,8.97,0,4588,71.81,55.48,70.53,52.44,63.39,60.35,54.35,68.23,57.5,78.48,54.24,56.87,54.24,54.71,80.27,58.37,37.73,47.23,48.53,61.52,7.06,10.5,10.51,10.7,11.69,15.67,15.74,19.77,22.27,20.3,13.6,21.29,-0.29,-0.29,-0.49,-0.4,0.28,0.3,11527.02,4588.52,0,0,4589,4589,4589,4589,4588
64,19.95,87.38,96.24,0.61,6.83,204635.2,45.46,4586,292.24,30.88,0.58,6.71,6.72,143438.3,75169.85,58.74,8.83,3.4,4585,71.81,55.66,70.53,52.59,63.35,60.24,54.35,68.23,57.72,78.37,54.13,56.95,54.16,54.79,80.16,58.3,35.06,47.99,47.96,61.33,6.68,10.69,10.89,10.12,11.13,12.65,15.17,18.81,20.89,21.87,13.99,23.46,-0.28,-0.29,-0.49,-0.4,0.28,0.3,11519.66,4585.44,0,0,4586,4586,4586,4585,4586
65,18.82,88.15,96.21,0.6,7.02,201078.1,43.09,4608,267.7,30.98,0.58,6.71,6.72,144633.7,76254.52,58.37,9.33,0,4608,71.85,55.63,70.46,52.84,63.32,59.91,54.49,68.15,58.15,78.37,54.42,57.02,54.02,54.93,80.42,58.41,37.16,51.42,52.71,61.71,6.3,11.26,11.08,9.74,10.75,13.4,15.36,19.01,23.85,24.63,15.77,20.51,-0.29,-0.29,-0.49,-0.4,0.28,0.3,11576.89,4608.28,0,0,4608,4608,4608,4609,4609
66,17.56,87.23,96.21,0.6,7.15,204575.1,44.65,4580,244.26,30.71,0.58,6.63,6.64,142124.5,73874.66,58.45,9.11,3.46,4581,71.67,55.7,70.39,52.59,63.43,59.62,54.38,68.34,57.64,78.19,54.24,56.84,53.72,54.75,80.09,58.37,37.54,51.8,52.52,60.95,6.87,11.26,9.74,9.74,10.37,13.21,15.55,18.24,24.24,20.3,14.78,22.67,-0.29,-0.29,-0.49,-0.4,0.28,0.3,11508.46,4581.03,0,0,4580,4580,4581,4581,4580
67,17.52,87.67,96.21,0.61,6.93,198703.9,43.53,4600,258.47,30.57,0.58,6.7,6.71,141303.2,75801.42,58.67,8.69,0,4599,71.63,55.52,70.09,52.55,63.54,59.69,54.42,68.23,57.53,78.33,54.24,56.95,53.65,54.75,80.05,58.48,37.35,51.8,55.19,63.42,6.87,10.88,9.93,8.4,9.24,11.51,15.36,17.85,23.85,22.27,11.63,17.35,-0.29,-0.29,-0.48,-0.4,0.28,0.29,11555.27,4599.67,0,0,4600,4600,4599,4600,4600
68,17.35,88.26,96.24,0.6,6.93,199551.6,43.07,4604,249.83,30.49,0.58,6.69,6.7,142568.1,74593.05,58.78,8.69,0,4604,71.78,55.59,70.2,52.63,63.57,59.84,54.13,68.3,57.64,78.3,54.13,56.84,53.61,54.71,80.46,58.26,40.59,51.04,55.38,61.52,6.49,10.69,9.55,9.55,10.75,13.02,15.36,18.05,21.68,24.63,14.39,20.9,-0.29,-0.29,-0.49,-0.4,0.27,0.29,11563.63,4603,0,0,4604,4604,4604,4603,4604
69,14.24,86.13,96.53,0.61,6.91,200053,40.02,4594,247.78,28.25,0.58,6.72,6.73,142749.1,77071.51,57.39,8.71,0,4595,71.38,54.53,68.99,51.34,63.25,58.45,52.73,69.18,56.14,78.11,52.88,55.41,52.7,53.32,79.87,57.06,35.25,45.71,45.67,62.47,6.68,9.73,9.17,9.17,9.05,14.16,15.36,17.47,23.06,17.34,13.21,18.53,-0.31,-0.31,-0.48,-0.4,0.27,0.29,11543.05,4594.75,0,0,4594,4594,4594,4595,4595
70,15.68,85.88,96.39,0.61,7.42,197410.7,40.53,4592,198.19,28.66,0.58,6.59,6.6,140253.1,76363.41,57.42,8.77,0,4592,71.45,54.68,69.32,51.6,63.25,58.56,53.14,68.99,56.21,78.04,53.1,55.7,52.84,53.54,79.98,57.35,34.87,48.76,45.86,61.9,6.87,10.69,9.55,9.17,9.24,13.59,15.36,17.47,18.13,18.33,13.6,20.51,-0.3,-0.3,-0.48,-0.4,0.28,0.3,11536.88,4592.31,0,0,4592,4592,4592,4593,4592
71,16.64,86.79,96.33,0.61,6.85,203112.4,41.02,4600,252.76,29.13,0.58,6.67,6.67,141698.4,77510.85,57.46,9.16,0,4599,71.74,54.97,69.62,51.93,63.39,59.14,53.32,68.85,56.58,78.08,53.32,55.77,53.47,53.87,79.98,57.61,34.49,47.04,45.1,62.28,7.06,10.5,9.36,8.6,9.43,13.4,15.36,18.24,20.89,19.71,12.61,17.55,-0.29,-0.3,-0.49,-0.4,0.27,0.29,11554.53,4599.4,0,0,4600,4600,4599,4599,4600
72,17.56,87.49,96.3,0.61,6.75,197937,41.06,4624,248.36,29.4,0.58,6.76,6.77,143754.5,78797.7,57.86,8.98,0,4623,71.81,55.01,69.8,52.04,63.32,59.18,53.65,68.59,56.84,78.04,53.72,56.1,53.76,54.16,80.2,57.94,35.63,45.52,46.05,61.14,7.25,10.5,9.74,9.17,9.62,12.08,15.17,17.66,19.51,20.1,13.8,20.7,-0.29,-0.29,-0.48,-0.4,0.27,0.29,11616.49,4623.99,0,0,4624,4624,4624,4624,4624
73,18.28,85.69,96.18,0.61,6.97,199196.3,45.44,4565,247.19,29.27,0.58,6.53,6.53,144734.6,77421.23,57.68,8.81,0,4566,71.41,55.04,70.02,51.78,63.14,58.74,53.5,68.81,56.58,78.04,53.5,56.03,53.1,53.87,79.87,57.68,33.35,46.09,44.91,61.52,6.68,9.93,8.98,9.36,9.05,13.78,15.36,17.85,21.48,17.54,16.56,24.25,-0.29,-0.29,-0.48,-0.4,0.28,0.3,11470.37,4565.9,0,0,4565,4565,4566,4565,4565
74,18.41,87.2,96.15,0.61,6.94,200922.1,42.16,4571,250.27,29.54,0.58,6.62,6.63,142781.6,72736.56,57.64,8.87,3.37,4571,71.63,55.12,70.02,52.04,63.32,59.03,53.58,68.7,56.84,78.26,53.65,56.21,53.47,54.09,79.8,57.68,35.06,48.37,49.86,61.33,6.87,10.31,9.36,8.4,8.87,12.84,15.36,17.66,23.25,16.75,15.57,23.27,-0.29,-0.29,-0.48,-0.4,0.28,0.3,11482.81,4570.76,0,0,4571,4571,4572,4571,4571
75,17.94,87.16,96.15,0.61,6.8,196708.2,42.21,4582,248.58,29.4,0.58,6.68,6.68,143925.1,75164.55,57.86,8.9,0,4582,71.56,55.08,69.91,52,63.32,59.07,53.65,68.7,56.69,78.19,53.54,56.25,53.61,53.98,80.05,57.68,36.2,48.37,50.43,61.52,7.64,10.12,9.55,8.79,9.24,12.84,15.36,17.85,24.04,17.54,14.39,21.29,-0.29,-0.29,-0.48,-0.4,0.28,0.3,11510.04,4581.67,0,0,4582,4582,4582,4582,4582
76,16.7,86.5,96.24,0.61,6.76,197545.1,41.5,4595,199.37,29.18,0.58,6.69,6.7,143996.6,74368.09,57.83,9.01,4.84,4596,71.52,55.08,70.02,51.97,63.32,58.96,53.61,68.67,56.8,78.26,53.54,56.21,53.72,53.98,79.94,57.75,37.35,48.18,51,63.04,7.06,9.54,10.31,9.36,9.81,14.16,15.36,17.66,23.06,18.13,12.61,20.11,-0.29,-0.29,-0.48,-0.4,0.27,0.3,11544.28,4595.38,0,0,4595,4595,4595,4595,4595
77,16.19,85.07,96.27,0.61,6.63,196979,47.71,4556,183.84,29.08,0.58,6.58,6.59,142148.7,73408.08,57.94,9.08,0,4556,71.48,55.01,70.13,51.78,63.21,58.78,53.25,68.96,56.43,78.04,53.36,56.14,53.47,53.8,79.69,57.57,36.78,47.8,48.91,61.52,6.68,10.31,9.36,8.6,9.43,14.53,15.94,18.05,19.12,15.96,16.36,24.45,-0.3,-0.3,-0.48,-0.4,0.28,0.3,11445,4555.64,0,0,4556,4556,4556,4556,4556
78,15.58,87.34,96.33,0.61,6.69,196916.9,40.43,4610,185.82,29.2,0.58,6.7,6.71,143559.3,74629.43,57.72,9.19,0,4609,71.7,54.9,69.69,52.04,63.43,58.7,53.54,68.67,56.69,78.15,53.58,56.1,53.72,53.91,80.49,57.75,37.35,49.71,51.57,59.42,6.87,10.88,10.51,8.79,9.43,13.4,15.36,17.85,21.28,17.74,13.01,19.13,-0.29,-0.3,-0.48,-0.4,0.27,0.29,11578.35,4608.79,0,0,4610,4610,4610,4609,4610
79,15.03,86.68,96.45,0.61,6.79,201511.3,39.45,4604,186.69,29.2,0.58,6.76,6.76,140532.8,73573.45,57.72,8.92,3.42,4603,71.56,54.97,69.51,52.04,63.35,58.81,53.5,68.7,56.58,78.15,53.43,56.1,53.5,53.91,80.35,57.72,37.16,48.57,51.57,58.85,6.68,10.88,9.93,8.79,9.05,12.27,15.36,17.66,20.89,19.31,13.4,19.13,-0.29,-0.3,-0.48,-0.4,0.28,0.3,11563.75,4602.78,0,0,4604,4604,4604,4604,4603
80,14.82,87.27,96.42,0.61,6.66,201987.1,41.04,4637,187.5,29.1,0.58,6.84,6.85,143309.4,75863.47,57.9,9.06,0,4637,71.7,54.82,69.8,52,63.57,58.7,53.65,68.74,56.62,78.11,53.39,56.03,53.72,53.91,79.8,57.83,37.73,47.04,49.29,57.33,6.87,10.69,10.12,8.98,10,13.78,15.74,17.85,21.48,21.28,15.77,20.51,-0.3,-0.3,-0.48,-0.4,0.27,0.29,11647.64,4636.54,0,0,4637,4636,4637,4637,4637
81,13.66,85.99,96.48,0.61,6.67,197944.1,43.31,4591,188.67,28.96,0.58,6.66,6.67,143646.5,74429.48,58.04,9.03,3.34,4591,71.56,54.79,69.54,51.86,63.35,58.78,53.32,68.85,56.32,78.11,53.28,55.96,53.32,53.54,79.87,57.61,37.35,49.33,52.52,55.43,7.06,10.5,8.98,8.6,9.24,12.27,15.55,17.85,18.13,18.72,12.61,18.14,-0.3,-0.31,-0.47,-0.4,0.28,0.3,11532.76,4590.72,0,0,4591,4591,4591,4591,4590
82,13.42,86.21,96.45,0.61,6.71,196961.7,39.89,4602,186.99,28.76,0.58,6.7,6.7,144277.2,76038.39,58.52,8.76,3.46,4603,71.48,54.82,69.32,51.64,63.32,58.45,53.25,68.96,56.32,77.97,53.06,55.81,53.25,53.72,79.87,57.46,38.68,48.37,51.19,55.23,6.68,10.12,9.36,8.6,9.43,13.21,15.36,17.85,19.9,20.69,13.21,18.93,-0.3,-0.3,-0.48,-0.4,0.28,0.3,11562.89,4602.64,0,0,4602,4602,4603,4603,4602
83,12.91,86.35,96.53,0.61,6.77,196885.7,39.45,4609,189.33,28.69,0.58,6.77,6.78,139766.3,75758.77,57.79,8.87,0,4609,71.48,54.68,69.51,51.67,63.46,58.78,53.17,68.99,56.32,78.08,53.14,55.74,53.39,53.61,79.91,57.46,39.25,48.37,51.76,58.85,6.87,10.5,10.12,9.17,9.24,12.08,15.17,17.66,22.27,20.1,13.01,18.34,-0.3,-0.31,-0.48,-0.4,0.28,0.3,11580.31,4609.65,0,0,4609,4609,4610,4609,4609
84,12.43,86.65,96.56,0.61,6.74,198788.8,38.43,4610,188.67,28.59,0.58,6.7,6.7,143328,77741.94,57.86,8.87,0,4610,71.45,54.6,69.21,51.67,63.5,58.81,53.17,68.85,56.25,78.15,53.17,55.74,53.14,53.5,80.35,57.09,40.59,48.37,51.95,59.42,6.87,10.5,9.36,8.98,9.24,12.65,15.74,17.85,24.24,18.92,13.6,20.31,-0.31,-0.31,-0.48,-0.4,0.28,0.3,11578.69,4609.39,0,0,4610,4609,4610,4610,4610
85,11.1,86.57,96.59,0.61,6.76,195861.2,38.5,4610,185.45,28.37,0.58,6.76,6.76,145846.9,75395.42,57.86,9.21,3.41,4609,71.41,54.49,68.99,51.6,63.32,58.63,52.84,69.1,56.1,77.97,52.92,55.63,53.06,53.28,80.35,57.24,40.21,49.14,52.33,60.76,6.87,10.12,9.17,8.6,9.24,12.84,15.36,18.24,24.83,16.16,13.6,19.72,-0.31,-0.31,-0.49,-0.4,0.28,0.3,11578.3,4608.52,0,0,4610,4610,4610,4610,4610
86,11.51,85.33,96.53,0.61,6.85,197112.4,42.24,4597,185.67,28.22,0.58,6.74,6.75,141918.3,75908.05,57.86,8.92,0,4598,71.56,54.38,69.29,51.53,63.39,58.56,52.99,69.03,55.96,77.97,52.95,55.48,52.95,53.25,79.65,57.06,37.16,48.37,49.29,59.23,7.06,10.31,8.79,9.17,9.24,12.65,15.36,17.66,26.6,17.74,13.8,19.32,-0.31,-0.32,-0.48,-0.4,0.28,0.3,11547.57,4596.58,0,0,4597,4598,4597,4597,4598
87,10.96,85.99,96.59,0.61,6.94,196154.2,38.04,4602,187.94,28.08,0.58,6.77,6.78,143337.6,75246.23,58.01,8.77,0,4603,71.38,54.49,68.88,51.56,63.21,58.01,52.73,69.21,55.99,77.97,52.84,55.52,52.95,53.14,80.2,57.06,37.54,49.14,50.43,58.09,6.87,10.69,9.17,9.74,9.43,13.02,15.94,18.05,21.09,18.33,13.4,19.72,-0.31,-0.31,-0.49,-0.4,0.28,0.3,11559.08,4601.13,0,0,4602,4603,4603,4603,4602
88,9.87,85.88,96.68,0.61,7,198067,38.06,4603,186.55,27.98,0.58,6.72,6.73,143533.1,75250.99,57.86,9.24,0,4602,71.45,54.38,68.88,51.45,63.32,58.19,52.7,69.14,55.85,77.97,52.77,55.33,52.88,53.21,79.98,57.06,37.92,49.14,52.52,65.33,7.25,10.5,8.79,8.6,9.24,13.4,15.55,18.05,24.83,17.54,13.8,18.93,-0.31,-0.32,-0.48,-0.4,0.28,0.3,11562.69,4602.54,0,0,4603,4603,4603,4603,4603
89,9.56,85.73,96.68,0.61,6.84,195204.7,38.06,4594,187.43,27.86,0.58,6.82,6.82,138480.6,75190.45,57.83,8.99,0,4594,71.41,54.31,68.67,51.42,63.35,58.48,52.59,69.18,55.92,78.04,52.63,55.41,52.7,53.06,80.05,56.98,38.87,48.57,52.14,66.28,7.45,9.93,9.55,8.6,9.43,12.84,15.74,18.05,24.63,16.16,13.4,20.7,-0.32,-0.32,-0.49,-0.4,0.28,0.31,11547.35,4594.82,0,0,4594,4594,4593,4593,4594
90,8.98,85.88,96.77,0.61,6.87,198042.6,38.06,4603,188.67,27.61,0.58,6.8,6.81,144350.2,75862.23,58.04,9.11,3.49,4602,71.38,54.2,68.67,51.2,63.32,58.19,52.48,69.29,55.7,78.04,52.55,55.23,52.55,52.92,79.65,56.76,37.73,48.18,50.62,71.04,7.06,9.93,9.36,8.21,9.62,13.59,14.98,17.66,22.47,19.51,11.83,18.93,-0.32,-0.32,-0.49,-0.4,0.28,0.3,11561.93,4602.32,0,0,4603,4602,4603,4601,4603
91,8.47,84.05,96.8,0.61,6.78,197859.6,39.87,4592,187.57,27.47,0.58,6.66,6.67,143429.8,76635.85,57.86,8.88,3.43,4591,71.19,54.05,68.48,50.94,62.99,57.83,52.15,69.65,55.33,77.93,52.22,54.97,52.11,52.37,79.21,56.69,37.54,49.9,50.24,68.38,7.06,10.12,8.98,8.4,9.05,13.02,14.98,17.66,20.89,16.95,12.22,19.72,-0.32,-0.32,-0.49,-0.4,0.28,0.3,11534.47,4591.27,0,0,4592,4592,4592,4592,4592
92,8.88,85.11,96.89,0.61,7.21,196506.6,36.89,4604,187.57,27.22,0.58,6.69,6.7,138312.6,78004.69,58.08,8.48,3.44,4604,71.41,54.13,68.23,51.16,63.21,57.9,52.04,69.51,55.41,78.15,52.41,54.9,52.22,52.63,79.65,56.62,38.68,48.76,51,65.9,6.87,10.12,9.74,8.4,9.24,11.89,14.78,17.47,16.95,19.51,12.81,19.52,-0.32,-0.32,-0.49,-0.4,0.29,0.31,11565.61,4603.78,0,0,4604,4603,4603,4604,4603
93,9.19,85.03,96.94,0.61,6.69,198902.8,38.16,4601,188.97,27.15,0.58,6.78,6.78,142423,76669.98,57.53,8.81,3.47,4602,71.3,54.02,68.41,50.94,63.21,57.86,52.26,69.62,55.44,78.15,52.26,54.9,52.22,52.52,79.98,56.62,37.16,47.8,48.72,65.52,7.45,9.93,8.98,9.36,8.87,12.27,14.78,16.89,23.45,18.33,13.21,20.51,-0.32,-0.32,-0.49,-0.4,0.28,0.3,11557.42,4600.46,0,0,4601,4602,4602,4601,4601
94,10.55,85.11,96.94,0.61,6.65,199503.2,38.18,4606,187.5,27.22,0.58,6.68,6.68,143186.8,76509.25,57.42,9.1,3.44,4606,71.38,54.02,68.3,51.09,63.14,57.68,52.33,69.69,55.44,78.04,52.33,54.82,52.04,52.66,79.83,56.73,37.35,46.66,47.2,66.85,7.64,10.5,11.27,8.6,9.24,13.02,14.98,17.28,22.27,20.89,12.81,17.55,-0.31,-0.32,-0.49,-0.4,0.28,0.3,11573,4606.67,0,0,4606,4606,4606,4607,4606
95,14.14,86.32,96.59,0.61,6.86,195268.8,40.04,4625,188.23,28.03,0.58,6.86,6.87,140409.5,76152.44,58.08,8.65,0,4625,71.52,54.53,69.25,51.42,63.43,58.56,53.03,69.14,56.18,77.97,52.95,55.33,52.99,53.32,80.09,57.13,35.44,44.57,46.05,71.8,6.87,10.12,10.31,8.4,9.62,12.46,15.17,17.47,22.07,23.25,15.57,22.28,-0.3,-0.31,-0.48,-0.4,0.28,0.3,11618.57,4624.85,0,0,4625,4624,4625,4624,4625
96,15.23,83.39,96.53,0.61,6.72,199149.7,40.04,4596,188.45,28.69,0.58,6.73,6.73,139846.4,78076.31,57.9,8.53,3.37,4597,71.45,54.68,69.4,51.6,63.32,58.96,53.06,68.85,56.32,78.04,53.03,55.74,52.99,53.61,79.91,57.31,35.44,47.04,44.72,69.14,7.83,10.31,10.7,8.79,9.05,13.02,15.17,17.66,19.51,20.49,12.61,18.73,-0.3,-0.3,-0.49,-0.4,0.28,0.3,11549.36,4597.19,0,0,4596,4596,4596,4596,4596
97,15.71,85.44,96.45,0.61,6.87,194715.8,40.65,4607,188.45,28.91,0.58,6.73,6.73,145242,78144.71,58.08,8.98,0,4607,71.38,54.9,69.69,51.6,63.43,59.07,53.32,68.85,56.47,78.08,53.32,55.85,53.17,53.65,80.42,57.42,35.82,48.76,46.62,73.9,7.06,10.31,9.93,9.74,9.43,12.84,15.55,17.66,24.24,20.89,13.99,20.11,-0.3,-0.3,-0.49,-0.4,0.28,0.3,11573.76,4607.23,0,0,4607,4607,4607,4607,4607
98,15.65,85.62,96.5,0.61,6.7,196200,39.94,4585,186.91,28.81,0.58,6.69,6.69,143945.1,75101.13,57.86,8.63,0,4584,71.45,54.86,69.54,51.78,63.14,58.59,53.25,68.85,56.47,77.86,53.28,55.92,52.95,53.69,80.02,57.68,36.59,48.18,49.86,67.42,6.87,9.93,8.98,8.6,9.24,13.78,15.17,17.85,20.1,21.48,13.6,22.08,-0.3,-0.3,-0.5,-0.41,0.29,0.3,11517.5,4584.67,0,0,4585,4585,4585,4584,4584
99,15.23,85.8,96.5,0.61,6.87,193290.5,40.02,4595,187.94,28.59,0.58,6.76,6.76,142581.2,77941.22,57.42,9,0,4595,71.38,54.82,69.76,51.67,63.39,58.89,53.32,68.85,56.54,78.04,53.36,55.81,53.25,53.69,80.35,57.31,36.59,47.99,50.05,70.47,6.87,9.93,10.12,9.36,9.43,14.16,15.36,17.66,23.45,19.9,15.18,20.31,-0.3,-0.3,-0.5,-0.43,0.28,0.3,11542.65,4593.5,0,0,4595,4594,4595,4595,4595
100,14.62,86.02,96.48,0.61,6.98,197463.8,39.36,4596,187.65,28.71,0.58,6.75,6.76,144546.3,76106.95,57.46,9.06,3.51,4595,71.34,54.75,69.69,51.64,63.39,59.07,53.32,68.77,56.36,78.04,53.21,55.92,53.32,53.58,80.42,57.42,37.73,48.37,52.33,68,7.45,10.31,9.55,9.17,10.37,12.84,15.55,18.81,23.65,19.51,13.21,19.32,-0.3,-0.3,-0.5,-0.43,0.29,0.31,11553.26,4598.01,0,0,4596,4596,4595,4596,4596
101,13.42,85,96.53,0.61,6.91,196050.7,43.8,4556,185.67,28.42,0.58,6.71,6.72,142579.8,75435.52,57.72,8.99,0,4556,71.3,54.57,69.43,51.34,63.32,59,52.99,68.99,56.03,78,52.99,55.74,52.84,53.21,79.98,57.17,37.54,48.95,52.33,88.76,7.25,10.31,9.36,9.36,11.13,15.48,15.94,20.16,25.82,17.14,16.75,25.04,-0.31,-0.31,-0.5,-0.43,0.28,0.3,11446.84,4556.06,0,0,4556,4556,4556,4556,4556
102,11.65,85.55,96.8,0.61,6.81,196600.3,39.06,4601,185.38,28.96,0.58,6.8,6.8,144814.6,75897.8,57.35,8.98,0,4601,71.63,55.01,69.43,52.22,63.06,59,53.69,68.67,56.91,78.3,53.65,56.29,52.7,53.98,80.13,57.94,36.01,47.99,53.29,68,6.87,10.12,11.08,9.55,9.05,13.59,15.17,17.47,25.42,20.49,14.19,18.73,-0.32,-0.32,-0.49,-0.43,0.28,0.3,11559.75,4601.44,0,0,4601,4601,4601,4602,4601
